ID_BB_UNIQUE,U3_COMPANY_NUMBER,Company_name,ticker,INDUSTRY_SECTOR_NUM,INDUSTRY_SECTOR,INDUSTRY_GROUP_NUM,INDUSTRY_GROUP,INDUSTRY_SUBGROUP_NUM,INDUSTRY_SUBGROUP
EQ0000000025053070,192334,Banco Internacional,BINT CI,14,Financials,1410,Banking,141010,Banking
EQ0000000025160309,192735,NEOL Biosolutions SA,NEOL SM,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000025185174,131382,Duesenberg Technologies Inc,DUSYF US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000025346086,130160,JB Foods Ltd,JBF SP,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000025521105,130898,Audeo Oncology Inc,AURX US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000025522892,191849,Chengdu Kanghong Pharmaceutical Group Co Ltd,002773 CH,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000025537679,131311,Alpha Network Alliance Ventures Inc,ANAV US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000025563410,130106,Elemental Holding SA,EMT PW,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000025735980,130186,IVG Immobilien Management REIT-AG,7IM GR,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000025837415,130245,Madkom SA,MAD PW,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000025924921,163050,Integra Essentia Ltd,ESSENTIA IN,11,Consumer Discretionary,1110,Consumer Discretionary Products,111010,Apparel & Textile Products
EQ0000000025963074,130491,Techmadex SA,TDX PW,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000026030611,130596,Horizon Copper Corp,HCU CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000026030746,131401,Sterling Consolidated Corp,STCC US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000026033823,131196,Zoetis Inc,ZTS US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000026230979,196035,G-bits Network Technology Xiamen Co Ltd,603444 CH,10,Communications,1010,Media,101012,Entertainment Content
EQ0000000026317501,130287,Tourism Development Bank Ltd,TDBL NK,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000026523589,130585,Borregaard ASA,BRG NO,18,Materials,1810,Materials,181010,Chemicals
EQ0000000026598392,130834,alizz Islamic Bank SAOG,BKIZ OM,14,Financials,1410,Banking,141010,Banking
EQ0000000026616718,130364,Asia Siyaka Commodities PLC,ASIY SL,14,Financials,1410,Banking,141010,Banking
EQ0000000026941066,130697,Express Transindo Utama Tbk PT,TAXI IJ,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000026942276,130681,Telefonica Deutschland Holding AG,O2D GR,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000026989930,194656,Premier Miton Group PLC,PMI LN,14,Financials,1411,Financial Services,141110,Asset Management
EQ0000000027130018,130621,RZ MRTT Skopje,MRTT MS,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000027130068,130624,Polisa plus Skopje,OBPP MS,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000027290244,194907,International Seaways Inc,INSW US,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000027354574,76004,MegaFon PJSC,MFON RM,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000027355674,133695,American Homes 4 Rent,AMH US,15,Real Estate,1510,Real Estate,151011,REIT
EQ0000000027585594,130889,KCell JSC,KCEL KZ,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000027588274,131112,Spago Nanomedical AB,SPAGO SS,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000027685301,130956,Yellow Pages Ltd/Canada,Y CN,10,Communications,1010,Media,101013,Publishing & Broadcasting
EQ0000000027688564,131893,First Atlantic Nickel Corp,FAN CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000015911010,163947,Guangdong Xinbao Electrical Appliances Holdings Co Ltd,002705 CH,11,Consumer Discretionary,1110,Consumer Discretionary Products,111013,Home & Office Products
EQ0000000015920602,130052,China Aluminum International Engineering Corp Ltd,2068 HK,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000015932018,128731,Zanyu Technology Group Co Ltd,002637 CH,18,Materials,1810,Materials,181010,Chemicals
EQ0000000015932074,194870,Hexing Electrical Co Ltd,603556 CH,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000015940250,205701,Guangdong Fuxin Technology Co Ltd,688662 CH,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000015960350,165500,Nanjing Baose Co Ltd,300402 CH,17,Industrials,1710,Industrial Products,171015,Industrial Intermediate Prod
EQ0000000015961654,193631,Tongyu Communication Inc,002792 CH,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000015965366,165017,Shanghai Beite Technology Co Ltd,603009 CH,11,Consumer Discretionary,1110,Consumer Discretionary Products,111011,Automotive
EQ0000000015972590,203950,Tangshan Baichuan Intelligent Machine Co Ltd,EGAZDZ CH,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000016007510,196228,Tianyang New Materials Shanghai Technology Co Ltd,603330 CH,18,Materials,1810,Materials,181010,Chemicals
EQ0000000016023551,196327,Shenzhen Megmeet Electrical Co Ltd,002851 CH,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000016029771,199252,Xianhe Co Ltd,603733 CH,18,Materials,1810,Materials,181013,"Forestry, Paper & Wood Products"
EQ0000000016068591,206564,JinGuan Electric Co Ltd,688517 CH,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000016084012,92816,Yonker Environmental Protection Co Ltd,300187 CH,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000016106428,202421,Base Co Ltd,4481 JP,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000016181481,193575,Shoei Yakuhin Co Ltd,3537 JP,18,Materials,1810,Materials,181010,Chemicals
EQ0000000016256997,190628,MRT Inc/JP,6034 JP,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000016292006,200119,Jiangsu Fengshan Group Co Ltd,603810 CH,18,Materials,1810,Materials,181010,Chemicals
EQ0000000016292662,124148,Shandong Ruifeng Chemical Co Ltd,300243 CH,18,Materials,1810,Materials,181010,Chemicals
EQ0000000016415170,196152,Shenzhen FRD Science & Technology Co Ltd,300602 CH,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000016437214,196201,Serba Dinamik Holdings Bhd,SDH MK,17,Industrials,1711,Industrial Services,171110,Industrial Support Services
EQ0000000016464658,92275,Restance Inc,ANCE US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016490985,92825,Baotailong New Materials Co Ltd,601011 CH,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000016493921,93060,SuRo Capital Corp,SSSS US,14,Financials,1411,Financial Services,141110,Asset Management
EQ0000000016508520,92446,Grupa Recykl SA,GRC PW,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000016513357,92447,AD Absolute BAR,ABSO ME,14,Financials,1410,Banking,141010,Banking
EQ0000000016581011,164294,Aerohive Networks Inc,HIVE US,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000016693299,92927,Porto Energy Corp,PEC/H CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010712600001000,31872,PureSafe Water Systems Inc,PSWS US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010714900001000,87160,System Industries Inc (New),1794Q US,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0010716100001000,126530,Syntro Corp,1619Q US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0010718800001000,126288,Telebit Corp,TBIT US,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0010719000001000,31916,Community Financial Group Inc/TN,255523Q US,14,Financials,1410,Banking,141010,Banking
EQ0010720100001000,31925,Simclar Inc,SIMC US,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0010726400001000,31959,TH Lehman & Co Inc,THLM US,14,Financials,1411,Financial Services,141111,Specialty Finance
EQ0010728100003000,31970,Tidelands Royalty Trust,TIRTZ US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010733500001000,32005,Thomas Nelson Inc,TNM US,10,Communications,1010,Media,101013,Publishing & Broadcasting
EQ0010735200002000,32015,Liberty Livewire Corp/Old,TODDA US,10,Communications,1010,Media,101012,Entertainment Content
EQ0010737000001000,32025,Manzo Pharmaceuticals Inc,MNZO US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010737500001000,32030,Topologix Inc,TPLG US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010739100001000,32040,Transcend Services Inc,TRCR US,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0010756400001000,32151,Westwater Resources Inc,WWR US,18,Materials,1810,Materials,181015,Metals & Mining
EQ0010757500001000,32161,US Electronics Inc,0567775D US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010757700001000,32163,McEwen Mining Inc,MUX US,18,Materials,1810,Materials,181015,Metals & Mining
EQ0010758200001000,32168,United States Cellular Corp,USM US,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0010759600001000,32178,Thousand Trails Inc,911676Q US,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0010761600001000,32195,Value-Added Communications,VACI US,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0010763900001000,32208,Ecrid Inc,ECDD US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010765400001000,32219,Venturian Corp,VENT US,17,Industrials,1710,Industrial Products,171011,Aerospace & Defense
EQ0010771600001000,126359,VMX Inc,VMXI US,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0010771900001000,126360,Banc One Arizona Corp,VNCP US,14,Financials,1410,Banking,141010,Banking
EQ0010774300001000,32270,VSE Corp,VSEC US,17,Industrials,1711,Industrial Services,171110,Industrial Support Services
EQ0010777400001000,32291,Washington Mutual Inc,WAMUQ US,14,Financials,1410,Banking,141010,Banking
EQ0010777900002000,32296,Watts Water Technologies Inc,WTS US,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0010781800001000,32322,Amerac Energy Corp,2170Q US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010784200001000,32343,Warwick Insurance Managers,WIMI US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010797300001000,126403,Younkers Inc,YONK US,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0010823500001000,48215,Acepharm Inc,1332Q CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010827300001000,48247,T2 Metals Corp,TWO CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010828700001000,48258,Fortress Financial Corp,392948Q CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0010828900001000,48261,MPX Bioceutical Corp,MPX CN,12,Consumer Staples,1210,Consumer Staple Products,121012,Tobacco & Cannabis
EQ0000000016010935,191335,Qumei Home Furnishings Group Co Ltd,603818 CH,11,Consumer Discretionary,1110,Consumer Discretionary Products,111013,Home & Office Products
EQ0000000016049491,163960,Anhui Yingliu Electromechanical Co Ltd,603308 CH,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000016096096,192687,GMO Media Inc,6180 JP,10,Communications,1010,Media,101010,Advertising & Marketing
EQ0000000016099288,194531,Nomura System Corp Co Ltd,3940 JP,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000016132645,125532,Camellia Metal Co Ltd,2064 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016254213,215511,Yong Jie New Material Co Ltd,603271 CH,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000016441510,201591,Satyamitra Kemas Lestari Tbk PT,SMKL IJ,18,Materials,1810,Materials,181012,Containers & Packaging
EQ0000000016453721,92474,Tiasang Batteries JSC,TSB VN,13,Energy,1311,Renewable Energy,131110,Renewable Energy
EQ0000000016454085,92859,WELLE Environmental Co Ltd,300190 CH,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000016474947,77808,Bullabulling Gold Ltd,BAB AU,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000016482428,195866,Exmovere Holdings Inc,X3M GR,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016503025,93649,Bilici Yatirim Gayrimenkul Tekstil Turizm Enerji Insaat Sanayi ve Ticaret AS,BLCYT TI,11,Consumer Discretionary,1110,Consumer Discretionary Products,111010,Apparel & Textile Products
EQ0000000016504912,93492,Banque Pour Le Commerce Exterieur Lao Public,BCEL LS,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016594764,92668,Hortico SA,HOR PW,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111210,Wholesale - Discretionary
EQ0000000016637525,124176,Callinex Mines Inc,CNX CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016704073,92939,Union Bank of Colombo PLC,UBC SL,14,Financials,1410,Banking,141010,Banking
EQ0000000016743086,92784,Dyna-Mac Holdings Ltd,DMHL SP,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000016754118,92575,RVPLUS Inc,RVPL US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016765944,124031,OneRoof Energy Group Inc,ON/H CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016771578,93652,Baraka Power Ltd,BAPL BD,20,Utilities,2010,Utilities,201010,Electric Utilities
EQ0000000016775906,163407,Veracyte Inc,VCYT US,16,Health Care,1610,Health Care,161012,Medical Equipment & Devices
EQ0000000016776210,197259,KALA BIO Inc,KALA US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000016777290,131560,Omthera Pharmaceuticals Inc,OMTH US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000016787059,165059,Intersect ENT Inc,XENT US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000016787095,163120,Celator Pharmaceuticals Inc,CPXX US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000016882333,125465,Graystone Co Inc/The,GYST US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016882365,93838,Viva Entertainment Group Inc,OTTV US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016967265,93209,Shandong Sacred Sun Power Sources Co Ltd,002580 CH,13,Energy,1311,Renewable Energy,131110,Renewable Energy
EQ0000000016980583,92855,Lux Med Trojmiasto SA,LXT PW,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000016990900,92875,Global AI Inc,GLAI US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000017000893,93174,Shoreline Energy Corp,SEQ CN,13,Energy,1310,Oil & Gas,131010,Oil & Gas Producers
EQ0000000017013016,128892,Allison Transmission Holdings Inc,ALSN US,17,Industrials,1710,Industrial Products,171014,Transportation Equipment
EQ0000000016085536,92037,X-Legend Entertainment Co Ltd,4994 TT,10,Communications,1010,Media,101012,Entertainment Content
EQ0000000016094700,92042,Kun De International Holdings Inc,KDIC US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016227477,131424,Asante Inc,6073 JP,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000016280126,164358,AZ-COM MARUWA Holdings Inc,9090 JP,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000016337054,198530,Shanghai Ace Investment & Development Co Ltd,603329 CH,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000016446946,197058,Aeronautics Ltd,ARCS IT,17,Industrials,1710,Industrial Products,171011,Aerospace & Defense
EQ0000000016468219,92309,Road Management and Construction JSC,D26 VN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016478664,92444,Grandall Solutions Inc,1290555D GR,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000016509220,92330,iGenii Inc,IGNI US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016539330,50390,ABZU Gold Ltd,ABZUF US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016539939,92514,China Energy Storage Technology Development Ltd,1143 HK,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000016552272,93153,Shenzhen Rapoo Technology Co Ltd,002577 CH,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000016556908,92988,Lokman Hekim Engurusag Saglik Turizm Egitim Hizmetleri ve Insaat Taahhut AS,LKMNH TI,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000016621864,93043,Anhui Deli Household Glass Co Ltd,002571 CH,11,Consumer Discretionary,1110,Consumer Discretionary Products,111013,Home & Office Products
EQ0000000016648279,92818,Berjaya Food Bhd,BFD MK,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000016690075,92684,Integral Bioenergies Systems Corp,8IB1 GR,13,Energy,1311,Renewable Energy,131110,Renewable Energy
EQ0000000016716162,192758,Acme Resources Ltd,ACMR IN,14,Financials,1410,Banking,141010,Banking
EQ0000000016721518,92691,World Wide Water Technologies PLC,14O GR,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016721542,92692,WMX Group Inc,WEX GR,14,Financials,1411,Financial Services,141111,Specialty Finance
EQ0000000016776302,203098,Lyra Therapeutics Inc,LYRA US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000016776438,163732,GDI Property Group Partnership,GDI AU,15,Real Estate,1510,Real Estate,151011,REIT
EQ0000000016777238,93142,Korbank SA,KOR PW,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000016790536,93022,Dak Lak Tourist JSC,DLD VN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000016828973,92850,ManagePay Systems Bhd,MPSB MK,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000016947925,92828,KAMSKII DOMOSTROITELNII COMBINAT,KDSK RM,11,Consumer Discretionary,1110,Consumer Discretionary Products,111012,Home Construction
EQ0000000016984479,93199,Link Motion Inc,LKM US,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000016989130,93037,Powerland AG,1PL GR,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000017006053,131714,Cyan Inc,CYNI US,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000017050116,92906,Kim Technical Gaz Production Plant,SBGZ RU,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000017080410,125509,Angie's List Inc,ANGI US,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000034875362,164370,Hembla AB,HEMB SS,15,Real Estate,1510,Real Estate,151010,Real Estate Owners & Developers
EQ0000000034875878,164362,Blueberries Medical Corp,BBM CN,12,Consumer Staples,1210,Consumer Staple Products,121012,Tobacco & Cannabis
EQ0000000034891468,194111,HAESUNG DS Co Ltd,195870 KS,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000034905941,92681,ProVenture Gold Inc,MLPRO FP,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000035034805,164463,HLJ Technology Co Ltd,3688 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000035158278,191850,Guangdong Bobaolon Co Ltd,002776 CH,11,Consumer Discretionary,1110,Consumer Discretionary Products,111010,Apparel & Textile Products
EQ0000000035161812,164549,Vietranstimex Multimodal Transport Holding Co,VTX VN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000035162904,75616,Fireangel Safety Technology Group PLC,FA/ LN,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000035271180,164872,Shan An International Co Ltd,7425 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000035333755,88413,IDB Development Corp Ltd,IDBD IT,14,Financials,1411,Financial Services,141110,Asset Management
EQ0000000035452197,164730,Parnell Pharmaceuticals Holdings Ltd,PARNF US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000035466713,194113,Guangxi Xinxunda Technology Group Co Ltd,300518 CH,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111212,E-Commerce Discretionary
EQ0000000035564241,191076,Summit Materials Inc,SUM US,18,Materials,1810,Materials,181011,Construction Materials
EQ0000000035583714,192127,Plumbline Life Sciences Inc,222670 KS,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000035612603,191851,Beijing Science Sun Pharmaceutical Co Ltd,300485 CH,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000035792189,190488,Avolon Holdings Ltd,AVOL US,14,Financials,1410,Banking,141010,Banking
EQ0000000035846995,164799,Traphaco High Tech Jsc,CNC VN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000035964150,164984,Oasis Tradelink Ltd,OATL IN,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000036051089,164840,Fenix Outdoor International AG,FOIB SS,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000036133695,196691,Hainan Drinda New Energy Technology Co Ltd,002865 CH,13,Energy,1311,Renewable Energy,131110,Renewable Energy
EQ0000000036133851,194908,SGSG Science & Technology Co Ltd Zhuhai,300561 CH,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000036135105,165003,China Anchu Energy Storage Group Ltd,2399 HK,11,Consumer Discretionary,1110,Consumer Discretionary Products,111010,Apparel & Textile Products
EQ0000000036135663,164971,YTO International Express & Supply Chain Technology Ltd,6123 HK,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000036175684,165147,Bellamy's Australia Ltd,BAL AU,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000036278217,164994,BioFirst Corp,6458 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000036341573,164979,Tier One Capital LP,TLP-U CN,14,Financials,1411,Financial Services,141110,Asset Management
EQ0000000036539742,190130,Al Maha Ceramics Co SAOC,AMCI OM,11,Consumer Discretionary,1110,Consumer Discretionary Products,111012,Home Construction
EQ0000000036790758,165438,Nu Lux Gourmet Co Ltd,7436 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000036917569,190404,Symmetry Surgical Inc,SSRG US,16,Health Care,1610,Health Care,161012,Medical Equipment & Devices
EQ0000000037058415,165327,Snowman Logistics Ltd,SNLL IN,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000037168897,165483,Taiwan Caretech Corp,7442 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000037288487,165441,Feed One Co Ltd,2060 JP,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000037403942,199376,Vetrya SpA,VTY IM,10,Communications,1010,Media,101010,Advertising & Marketing
EQ0000000037455887,202557,Xenon Pharmaceuticals Inc,XENE US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000037510603,195694,Guangzhou KDT Machinery Co Ltd,002833 CH,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000037611751,190564,CBG Capital Ltd,CBC AU,14,Financials,1411,Financial Services,141110,Asset Management
EQ0000000037802672,190039,Dhabriya Polywood Ltd,DHPL IN,11,Consumer Discretionary,1110,Consumer Discretionary Products,111012,Home Construction
EQ0000000037863311,190226,Samsung SDS Co Ltd,018260 KS,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000037863401,201902,Olipass Corp,244460 KS,12,Consumer Staples,1210,Consumer Staple Products,121013,Household Products
EQ0000000037950223,191441,Summit Networks Inc,SNTW US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000038392992,192007,Coffee Inc,COFE US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000038396024,191800,Eurobattery Minerals AB,BAT SS,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000038425267,190296,United Bankers Oyj,UNITED FH,14,Financials,1410,Banking,141010,Banking
EQ0000000038823227,190491,James River Group Holdings Ltd,JRVR US,14,Financials,1412,Insurance,141210,Insurance
EQ0000000038980865,190509,MarkLines Co Ltd,3901 JP,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000039009245,203800,reti SpA,RETI IM,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000039112425,190605,Watahan & Co Ltd,3199 JP,12,Consumer Staples,1211,Retail & Wholesale - Staples,121111,Retail - Consumer Staples
EQ0000000039167214,190261,Citizen Infoline Ltd,CZNI IN,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000039320827,190547,Arvida Group Ltd,ARV NZ,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000039446390,197211,doValue SpA,DOV IM,14,Financials,1411,Financial Services,141111,Specialty Finance
EQ0000000039514281,191147,Australian Careers Network Ltd,ACO AU,11,Consumer Discretionary,1111,Consumer Discretionary Services,111110,Consumer Services
EQ0000000039580831,213634,UL Solutions Inc,ULS US,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000040107741,190659,SECURIZE IT SOLUTIONS AG,M14K GR,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000040119953,190532,Hiliks Technologies Ltd,HILIKS IN,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000040168141,199101,Ascendis Pharma A/S,ASND US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000040194401,196145,BizConf Telecom Co Ltd,300578 CH,10,Communications,1010,Media,101011,Cable & Satellite
EQ0000000040204716,190672,Pegavision Corp,6491 TT,16,Health Care,1610,Health Care,161012,Medical Equipment & Devices
EQ0000000040274473,190929,Inovalon Holdings Inc,INOV US,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000040432797,198491,Jones Tech PLC,300684 CH,18,Materials,1810,Materials,181010,Chemicals
EQ0000000040536714,190770,Shri Niwas Leasing & Finance Ltd,SNLF IN,14,Financials,1410,Banking,141010,Banking
EQ0000000010162663,51166,Labrador Iron Mines Holdings Ltd,LBRMF US,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000010176041,34457,Tangoe Inc,TNGO US,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000010180616,124746,Qatar National Bank/Syria,QNBS SY,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000010223506,26681,AIC Inc,3693 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000010225706,74485,Shore Capital Group Ltd,SGR BH,14,Financials,1410,Banking,141010,Banking
EQ0000000010243130,72369,Prairie West Oil & Gas Ltd/CA,1WP1 GR,13,Energy,1310,Oil & Gas,131010,Oil & Gas Producers
EQ0000000010287866,26870,Nippon Indosari Corpindo Tbk PT,ROTI IJ,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000010324758,124196,Abitibi Royalties Inc,RZZ CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000010325150,72425,Reysas Gayrimenkul Yatirim Ortakligi AS,RYGYO TI,15,Real Estate,1510,Real Estate,151011,REIT
EQ0000000010341418,93245,Treasury Wine Estates Ltd,TWE AU,12,Consumer Staples,1210,Consumer Staple Products,121011,Beverages
EQ0000000010349540,26694,Directel Holdings Ltd,8337 HK,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000010371708,72504,New Hill Group Ltd,3624664Z LN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000010392378,72521,Veterinarska Stanica Bogatic AD Bogatic,VTSB SG,NULL,NULL,NULL,NULL,NULL,NULL
